-0.593048,		//expected values
25.1519,
35.9307,
35.7054,
33.7506,
31.956,
33.075,
31.2042,
29.4565,
29.0043,
28.1189,
24.712,
25.8837,
22.7023,
22.0945,
22.4409,
19.6851,
19.6441,
18.8605,
18.0119,
13.7145,
15.0486,
13.8855,
12.9062,
9.7618,
8.12521,
8.98029,
7.91704,
5.11818,
4.87299,
1.8642,
0.146179,
24.5855,
39.156,
62.7056,
68.769,
72.304,
69.7583,
67.7796,
65.1814,
58.9317,
59.8634,
58.303,
54.8463,
53.7244,
47.5993,
44.871,
43.1146,
39.6538,
38.0579,
38.7894,
35.829,
33.8524,
27.9403,
29.0961,
25.8683,
23.9239,
20.5992,
19.6522,
15.9066,
10.0278,
6.23654,
4.32159,
0.953369,
39.5623,
61.2986,
71.1554,
60.2414,
57.112,
56.0126,
50.8377,
51.693,
46.8077,
48.7492,
46.3144,
42.0401,
43.1288,
37.6876,
37.9123,
36.9708,
34.7995,
31.958,
28.0974,
26.3067,
26.6093,
21.9782,
20.1127,
20.7542,
19.0045,
14.1002,
12.8481,
10.3854,
8.52596,
6.48338,
7.18045,
0.251984,
39.833,
73.7963,
63.7279,
59.5339,
54.2069,
52.7748,
51.2707,
49.2511,
48.5729,
44.9204,
43.6005,
41.5926,
41.964,
41.2648,
39.101,
37.5159,
31.7184,
29.4633,
31.3028,
26.1245,
26.9356,
21.7358,
23.1546,
17.7939,
19.1079,
17.1028,
12.3641,
12.7164,
11.0522,
9.44879,
9.11699,
3.02922,
37.968,
79.4712,
61.727,
56.5556,
57.4712,
52.7783,
54.0224,
51.8051,
46.8376,
45.0169,
46.6411,
44.919,
40.2754,
41.102,
37.6617,
33.9879,
35.0222,
32.9344,
28.9686,
28.806,
23.6963,
24.6402,
19.8743,
20.8147,
16.0315,
13.842,
15.2962,
12.7396,
8.349,
9.14536,
9.31654,
0.868759,
38.642,
78.4088,
57.6129,
55.5761,
58.807,
55.7867,
51.7484,
95.9278,
185.813,
254.126,
254.238,
213.95,
117.963,
39.1357,
35.672,
36.5691,
34.4117,
30.1906,
30.6432,
25.8105,
27.1503,
24.9406,
19.8268,
18.0681,
18.7959,
13.4894,
15.0446,
10.1058,
9.9447,
9.09973,
5.0197,
3.45284,
38.6658,
80.0509,
59.2765,
60.1549,
58.5989,
47.5808,
120.145,
254.109,
255.315,
254.149,
255.106,
254.85,
254.116,
199.266,
156.013,
198.993,
197.354,
152.702,
113.233,
42.6004,
26.2534,
21.9296,
20.2201,
17.71,
15.9668,
13.3913,
13.0949,
13.6803,
8.19176,
8.51436,
5.44489,
0.355499,
39.4977,
76.1294,
62.17,
60.7056,
52.1267,
93.8444,
254.559,
254.375,
255.616,
254.742,
254.753,
255.17,
254.716,
253.766,
255.087,
253.766,
253.588,
251.685,
251.145,
248.32,
162.631,
35.2599,
20.2228,
19.1539,
14.1122,
13.5433,
16.9463,
12.6919,
11.9156,
9.27592,
5.28035,
3.33374,
37.7098,
76.0995,
58.9094,
57.6481,
48.5559,
188.643,
254.52,
254.255,
255.684,
254.625,
254.682,
255.323,
254.775,
253.977,
254.534,
253.944,
253.379,
251.185,
251.063,
249.103,
245.968,
232.605,
61.868,
18.5538,
17.9106,
13.442,
17.8693,
9.82439,
9.11353,
5.2316,
9.3217,
2.91859,
40.0527,
78.4231,
59.0008,
60.604,
44.3605,
254.602,
254.52,
253.9,
255.864,
254.704,
255.187,
254.508,
254.872,
253.814,
254.87,
254.201,
253.631,
251.161,
251.002,
248.823,
246.36,
246.404,
231.817,
62.1644,
14.8992,
13.211,
17.8993,
9.77876,
11.8923,
8.94901,
9.51262,
0.888428,
39.3641,
79.6923,
62.219,
58.1583,
44.5351,
254.097,
254.724,
253.584,
255.942,
254.345,
255.078,
255.184,
254.543,
253.719,
255.33,
253.907,
255.015,
249.155,
252.05,
249.869,
246.29,
245.815,
245.516,
227.813,
29.7045,
13.9273,
15.0992,
12.7085,
8.80457,
9.4491,
5.63657,
-0.241241,
37.6976,
79.6386,
62.2325,
60.6991,
44.5163,
212.936,
254.75,
253.552,
256.233,
254.164,
255.167,
241.218,
132.162,
91.969,
113.541,
241.018,
254.325,
234.307,
84.2664,
66.0962,
176.293,
246.169,
245.715,
240.991,
132.628,
16.2836,
18.3049,
11.8685,
12.2787,
7.53424,
10.2106,
-1.9317,
38.1838,
79.5376,
61.9762,
56.9,
52.887,
121.515,
254.694,
254.087,
255.275,
254.552,
254.89,
84.1133,
39.2549,
38.5415,
36.8755,
70.6971,
253.475,
209.391,
31.9489,
30.0219,
18.1963,
204.128,
245.634,
242.027,
244.181,
26.283,
14.6638,
13.6779,
11.5031,
7.75748,
10.082,
1.18127,
39.2834,
79.573,
62.2724,
60,
54.9434,
42.8924,
200.03,
254.246,
255.369,
254.549,
162.566,
44.2462,
40.6151,
38.1253,
36.3419,
30.6616,
168.972,
250.102,
169.165,
40.898,
23.7651,
90.2733,
245.809,
242.381,
243.959,
97.8591,
14.4531,
13.7551,
11.9468,
7.99026,
6.061,
1.3075,
37.5367,
75.2805,
59.4516,
61.2095,
58.3503,
45.7293,
161.772,
254.433,
255.031,
254.232,
96.7474,
37.1844,
157.388,
238.975,
63.4059,
29.9718,
97.4722,
250.608,
251.904,
193.246,
22.2116,
30.8734,
245.749,
243.203,
242.454,
141.892,
16.6845,
10.1447,
11.7875,
9.28909,
5.07393,
0.408081,
36.1667,
79.6521,
59.0929,
60.5599,
55.0262,
42.5187,
201.113,
254.329,
254.733,
253.836,
96.1769,
32.3462,
254.79,
253.369,
131.233,
36.5229,
25.2193,
238.279,
251.272,
249.265,
49.8102,
18.9028,
245.844,
243.471,
242.362,
184.289,
16.5501,
9.57175,
11.4453,
9.59613,
8.88977,
1.80612,
38.253,
80.1022,
59.3646,
60.8159,
58.144,
46.0112,
202.062,
254.97,
254.943,
254.238,
98.992,
35.1953,
228.129,
253.594,
201.077,
33.71,
26.5117,
179.795,
251.234,
248.791,
67.3264,
16.4828,
246.002,
243.872,
241.376,
184.783,
16.9258,
12.4579,
8.39537,
6.4489,
5.40184,
1.51405,
39.5914,
78.7373,
61.9365,
60.705,
53.7709,
48.0738,
161.506,
254.81,
254.593,
255.243,
110.154,
39.4328,
89.19,
253.207,
255.039,
49.5972,
30.6712,
81.2859,
251.174,
220.837,
25.3981,
18.8152,
246.076,
244.268,
241.739,
141.283,
14.176,
9.73146,
8.72307,
9.25485,
4.79831,
2.32684,
38.0065,
75.1995,
61.7149,
57.429,
56.9622,
51.1095,
119.522,
255.432,
254.231,
255.301,
175.047,
43.7089,
37.4959,
100.215,
254.74,
115.052,
31.4671,
28.4696,
69.8106,
54.076,
24.8038,
90.3017,
245.999,
243.234,
242.892,
184.325,
13.1774,
13.1817,
7.78108,
6.29738,
5.45259,
1.88011,
38.6758,
79.3283,
62.0322,
57.1359,
57.842,
51.5834,
51.4733,
254.109,
255.378,
255.278,
254.907,
82.4592,
43.0714,
31.211,
254.687,
212.536,
34.4707,
29.3891,
28.5408,
29.7319,
22.0871,
190.206,
245.972,
242.583,
243.643,
240.039,
98.6515,
10.0925,
7.47218,
6.24905,
5.73878,
0.736694,
38.9555,
76.9238,
58.581,
59.8262,
57.975,
54.4926,
45.8797,
147.763,
254.338,
254.906,
254.653,
241.737,
157.803,
184.108,
254.706,
255.156,
169.779,
46.3084,
28.2049,
39.4977,
163.015,
246.098,
245.93,
243.367,
243.31,
239.486,
197.966,
10.8044,
7.68546,
6.09572,
10.1047,
2.3613,
36.913,
81.7329,
58.1967,
56.4861,
55.5002,
56.5711,
50.1516,
52.3882,
239.862,
255.023,
254.215,
254.869,
254.915,
253.642,
254.255,
255.768,
253.512,
251.727,
236.898,
248.799,
246.674,
246.543,
245.827,
244.295,
241.562,
240.141,
242.108,
12.8392,
11.2035,
7.36964,
9.23497,
1.22382,
37.1321,
77.0186,
61.6768,
60.5038,
58.3121,
52.4007,
53.6164,
49.996,
77.6626,
240.489,
254.455,
254.702,
254.269,
253.853,
254.816,
254.63,
253.29,
251.352,
250.717,
248.62,
246.861,
246.469,
245.927,
244.195,
241.756,
240.017,
241.689,
13.0962,
10.614,
6.50031,
5.45219,
3.13441,
37.6335,
80.7762,
61.8621,
60.6693,
58.3977,
56.3283,
53.6991,
49.2224,
45.5516,
77.9333,
240.797,
254.64,
255.097,
253.504,
254.255,
254.787,
253.889,
250.956,
251.616,
249.382,
246.935,
246.319,
245.828,
243.754,
241.847,
240.177,
169.982,
10.1431,
8.08249,
6.3069,
5.69977,
1.65802,
39.8446,
74.7827,
59.2454,
60.6737,
54.6539,
52.9756,
50.5458,
48.0758,
48.5519,
47.2917,
53.5151,
172.028,
255.647,
253.342,
254.673,
253.577,
252.606,
250.947,
251.254,
249.054,
246.699,
246.341,
246.222,
243.605,
241.916,
239.868,
74.0094,
10.2542,
11.0389,
9.0407,
9.90314,
0.737686,
39.6777,
74.4025,
62.7724,
58.3395,
54.6793,
52.7307,
50.67,
47.7058,
47.8586,
44.7575,
45.0688,
42.0901,
53.1263,
113.785,
157.25,
195.091,
196.364,
151.227,
193.706,
248.481,
246.228,
246.304,
245.845,
243.496,
241.756,
98.47,
17.7676,
9.47386,
9.10759,
6.25343,
9.09161,
0.976563,
40.4801,
75.9335,
61.1505,
56.8089,
57.3508,
53.2278,
53.7274,
51.916,
46.9769,
48.424,
46.0222,
41.4583,
43.3603,
40.8527,
38.6519,
33.5918,
36.274,
27.7036,
25.3722,
105.534,
203.106,
246.205,
245.424,
171.394,
72.2411,
14.8135,
13.6691,
12.5429,
12.0519,
9.10118,
5.03157,
0.345322,
37.4222,
77.3957,
62.0791,
59.7597,
57.4435,
53.2773,
50.9413,
52.1293,
49.8506,
47.8012,
43.9256,
44.8219,
40.2522,
37.4714,
38.9286,
37.1016,
34.0916,
29.9457,
27.8228,
28.8574,
26.821,
22.0917,
20.1576,
21.0864,
18.7781,
16.567,
12.5968,
9.90776,
11.151,
8.32587,
8.94214,
2.92656,
38.2658,
76.5151,
64.6909,
60.2376,
56.9671,
53.052,
54.0374,
51.8983,
49.8163,
48.0079,
43.5978,
41.8828,
40.599,
39.8528,
36.1569,
36.9536,
31.4329,
30.2117,
30.6754,
26.6516,
23.6896,
21.9706,
23.5015,
18.3979,
18.7724,
13.8374,
12.5717,
9.66727,
7.97743,
5.53265,
8.92421,
3.30927,
37.0404,
60.498,
74.9272,
63.9804,
57.0907,
52.5882,
53.8375,
51.6679,
49.6681,
45.1494,
45.7117,
41.9945,
40.3344,
41.1581,
39.2117,
37.0159,
34.6925,
30.4934,
30.6987,
28.7036,
24.1374,
22.177,
23.1379,
21.1619,
18.968,
13.6149,
14.8796,
13.2468,
11.8326,
9.06293,
4.38023,
3.48033,
25.6677,
40.7222,
59.8898,
71.47,
71.0141,
65.9312,
66.8063,
61.0224,
61.5348,
56.6703,
57.1147,
51.6918,
50.4118,
46.8104,
44.7612,
41.9271,
44.8911,
37.1119,
35.2226,
34.667,
29.5895,
30.9499,
29.0042,
22.194,
19.4519,
17.1079,
15.044,
11.8466,
14.5828,
7.13565,
2.47301,
1.33212,
0.256058,
24.8475,
36.9035,
34.7555,
32.7336,
34.2259,
33.187,
30.1631,
29.5752,
27.4298,
27.9451,
27.0073,
24.0229,
25.0635,
22.1427,
20.8793,
20.7231,
17.6389,
17.1262,
18.0066,
15.6138,
13.2835,
11.8179,
12.1841,
9.63635,
8.62061,
6.64236,
7.17609,
5.4046,
3.79362,
1.86095,
-0.131683,
0.224213,
94.6274,
142.549,
147.543,
143.969,
143.787,
144.682,
144.209,
142.377,
142.276,
141.394,
137.406,
139.391,
135.811,
134.706,
135.904,
132.365,
134.057,
131.987,
130.79,
128.625,
129.812,
128.846,
128.388,
123.666,
124.969,
126.074,
122.903,
121.997,
117.647,
74.9357,
0.813538,
93.86,
152.148,
188.463,
202.209,
205.37,
205.651,
203.529,
202.947,
199.505,
201.098,
201.089,
197.414,
197.529,
193.422,
191.683,
190.674,
188.25,
187.871,
